MD,INCL,AZI,TVD,NS,EW
3480.00,55.00,315.00,3314.97,295.50,-295.50
3510.00,55.00,315.00,3332.18,312.87,-312.87
3540.00,55.00,315.00,3349.39,330.25,-330.25
3570.00,55.00,315.00,3366.60,347.63,-347.63
3600.00,55.00,315.00,3383.80,365.00,-365.00
3630.00,55.00,315.00,3401.01,382.38,-382.38
3660.00,55.00,315.00,3418.22,399.76,-399.76
3690.00,55.00,315.00,3435.42,417.13,-417.13
3720.00,55.00,315.00,3452.63,434.51,-434.51
3750.00,55.00,315.00,3469.84,451.89,-451.89
