MD,INCL,AZI,TVD,NS,EW
3510.00,45.00,45.00,3388.59,265.33,265.33
3540.00,45.00,45.00,3409.80,280.33,280.33
3570.00,45.00,45.00,3431.01,295.33,295.33
3600.00,45.00,45.00,3452.23,310.33,310.33
3630.00,45.00,45.00,3473.44,325.33,325.33
3660.00,45.00,45.00,3494.65,340.33,340.33
3690.00,45.00,45.00,3515.87,355.33,355.33
3720.00,45.00,45.00,3537.08,370.33,370.33
3750.00,45.00,45.00,3558.29,385.33,385.33
3780.00,45.00,45.00,3579.51,400.33,400.33
3810.00,45.00,45.00,3600.72,415.33,415.33
3840.00,45.00,45.00,3621.93,430.33,430.33
3870.00,45.00,45.00,3643.15,445.33,445.33
3900.00,45.00,45.00,3664.36,460.33,460.33
3930.00,45.00,45.00,3685.57,475.33,475.33
3960.00,45.00,45.00,3706.79,490.33,490.33
3990.00,45.00,45.00,3728.00,505.33,505.33
4020.00,45.00,45.00,3749.21,520.33,520.33
4050.00,45.00,45.00,3770.42,535.33,535.33
4080.00,45.00,45.00,3791.64,550.33,550.33
4110.00,45.00,45.00,3812.85,565.33,565.33
4140.00,45.00,45.00,3834.06,580.33,580.33
4170.00,45.00,45.00,3855.28,595.33,595.33
4200.00,45.00,45.00,3876.49,610.33,610.33
4230.00,45.00,45.00,3897.70,625.33,625.33
4260.00,45.00,45.00,3918.92,640.33,640.33
4290.00,45.00,45.00,3940.13,655.33,655.33
4320.00,45.00,45.00,3961.34,670.33,670.33
4350.00,45.00,45.00,3982.56,685.33,685.33
4380.00,45.00,45.00,4003.77,700.33,700.33
4410.00,45.00,45.00,4024.98,715.33,715.33
4440.00,45.00,45.00,4046.20,730.33,730.33
4470.00,45.00,45.00,4067.41,745.33,745.33
4500.00,45.00,45.00,4088.62,760.33,760.33
4530.00,45.00,45.00,4109.84,775.33,775.33
4560.00,45.00,45.00,4131.05,790.33,790.33
