MD,INCL,AZI,TVD,NS,EW
3450.00,50.00,225.00,3312.22,-273.59,-273.59
3480.00,50.00,225.00,3331.51,-289.84,-289.84
3510.00,50.00,225.00,3350.79,-306.09,-306.09
3540.00,50.00,225.00,3370.08,-322.34,-322.34
3570.00,50.00,225.00,3389.36,-338.60,-338.60
3600.00,50.00,225.00,3408.64,-354.85,-354.85
3630.00,50.00,225.00,3427.93,-371.10,-371.10
3660.00,50.00,225.00,3447.21,-387.35,-387.35
3690.00,50.00,225.00,3466.49,-403.60,-403.60
3720.00,50.00,225.00,3485.78,-419.85,-419.85
3750.00,50.00,225.00,3505.06,-436.10,-436.10
3780.00,50.00,225.00,3524.34,-452.35,-452.35
3810.00,50.00,225.00,3543.63,-468.60,-468.60
3840.00,50.00,225.00,3562.91,-484.85,-484.85
3870.00,50.00,225.00,3582.20,-501.10,-501.10
3900.00,50.00,225.00,3601.48,-517.35,-517.35
3930.00,50.00,225.00,3620.76,-533.60,-533.60
3960.00,50.00,225.00,3640.05,-549.85,-549.85
3990.00,50.00,225.00,3659.33,-566.10,-566.10
4020.00,50.00,225.00,3678.61,-582.35,-582.35
4050.00,50.00,225.00,3697.90,-598.60,-598.60
4080.00,50.00,225.00,3717.18,-614.85,-614.85
4110.00,50.00,225.00,3736.46,-631.10,-631.10
4140.00,50.00,225.00,3755.75,-647.35,-647.35
4170.00,50.00,225.00,3775.03,-663.60,-663.60
4200.00,50.00,225.00,3794.31,-679.85,-679.85
4230.00,50.00,225.00,3813.60,-696.10,-696.10
4260.00,50.00,225.00,3832.88,-712.35,-712.35
4290.00,50.00,225.00,3852.17,-728.60,-728.60
4320.00,50.00,225.00,3871.45,-744.85,-744.85
4350.00,50.00,225.00,3890.73,-761.10,-761.10
4380.00,50.00,225.00,3910.02,-777.35,-777.35
4410.00,50.00,225.00,3929.30,-793.60,-793.60
4440.00,50.00,225.00,3948.58,-809.85,-809.85
4470.00,50.00,225.00,3967.87,-826.10,-826.10
4500.00,50.00,225.00,3987.15,-842.35,-842.35
4530.00,50.00,225.00,4006.43,-858.60,-858.60
4560.00,50.00,225.00,4025.72,-874.85,-874.85
4590.00,50.00,225.00,4045.00,-891.10,-891.10
4620.00,50.00,225.00,4064.29,-907.35,-907.35
4650.00,50.00,225.00,4083.57,-923.60,-923.60
4680.00,50.00,225.00,4102.85,-939.85,-939.85
4710.00,50.00,225.00,4122.14,-956.10,-956.10
4740.00,50.00,225.00,4141.42,-972.36,-972.36
4770.00,50.00,225.00,4160.70,-988.61,-988.61
