MD,INCL,AZI,TVD,NS,EW
3480.00,65.00,180.00,3023.84,-835.81,0.00
3510.00,65.00,180.00,3036.52,-863.00,0.00
3540.00,65.00,180.00,3049.20,-890.19,0.00
3570.00,65.00,180.00,3061.88,-917.38,0.00
3600.00,65.00,180.00,3074.56,-944.57,0.00
3630.00,65.00,180.00,3087.24,-971.76,0.00
3660.00,65.00,180.00,3099.91,-998.94,0.00
3690.00,65.00,180.00,3112.59,-1026.13,0.00
3720.00,65.00,180.00,3125.27,-1053.32,0.00
3750.00,65.00,180.00,3137.95,-1080.51,0.00
3780.00,65.00,180.00,3150.63,-1107.70,0.00
3810.00,65.00,180.00,3163.31,-1134.89,0.00
3840.00,65.00,180.00,3175.99,-1162.08,0.00
3870.00,65.00,180.00,3188.66,-1189.27,0.00
3900.00,65.00,180.00,3201.34,-1216.46,0.00
3930.00,65.00,180.00,3214.02,-1243.65,0.00
3960.00,65.00,180.00,3226.70,-1270.84,0.00
3990.00,65.00,180.00,3239.38,-1298.03,0.00
4020.00,65.00,180.00,3252.06,-1325.22,0.00
4050.00,65.00,180.00,3264.74,-1352.40,0.00
4080.00,65.00,180.00,3277.41,-1379.59,0.00
4110.00,65.00,180.00,3290.09,-1406.78,0.00
4140.00,65.00,180.00,3302.77,-1433.97,0.00
4170.00,65.00,180.00,3315.45,-1461.16,0.00
4200.00,65.00,180.00,3328.13,-1488.35,0.00
4230.00,65.00,180.00,3340.81,-1515.54,0.00
4260.00,65.00,180.00,3353.49,-1542.73,0.00
4290.00,65.00,180.00,3366.16,-1569.92,0.00
4320.00,65.00,180.00,3378.84,-1597.11,0.00
4350.00,65.00,180.00,3391.52,-1624.30,0.00
4380.00,65.00,180.00,3404.20,-1651.49,0.00
4410.00,65.00,180.00,3416.88,-1678.68,0.00
4440.00,65.00,180.00,3429.56,-1705.86,0.00
4470.00,65.00,180.00,3442.23,-1733.05,0.00
4500.00,65.00,180.00,3454.91,-1760.24,0.00
4530.00,65.00,180.00,3467.59,-1787.43,0.00
4560.00,65.00,180.00,3480.27,-1814.62,0.00
4590.00,65.00,180.00,3492.95,-1841.81,0.00
4620.00,65.00,180.00,3505.63,-1869.00,0.00
4650.00,65.00,180.00,3518.31,-1896.19,0.00
4680.00,65.00,180.00,3530.98,-1923.38,0.00
