MD,INCL,AZI,TVD,NS,EW
3510.00,32.90,135.00,3487.76,-76.21,76.21
3540.00,34.97,135.00,3512.65,-88.05,88.05
3570.00,36.98,135.00,3536.92,-100.51,100.51
3600.00,38.95,135.00,3560.57,-113.56,113.56
3630.00,40.88,135.00,3583.58,-127.17,127.17
3660.00,42.77,135.00,3605.93,-141.32,141.32
3690.00,44.62,135.00,3627.62,-155.97,155.97
3720.00,46.45,135.00,3648.64,-171.11,171.11
3750.00,48.24,135.00,3668.97,-186.71,186.71
3780.00,50.00,135.00,3688.60,-202.75,202.75
3810.00,50.00,135.00,3707.88,-219.00,219.00
3840.00,50.00,135.00,3727.17,-235.25,235.25
3870.00,50.00,135.00,3746.45,-251.50,251.50
3900.00,50.00,135.00,3765.73,-267.75,267.75
3930.00,50.00,135.00,3785.02,-284.00,284.00
3960.00,50.00,135.00,3804.30,-300.25,300.25
3990.00,50.00,135.00,3823.59,-316.50,316.50
4020.00,50.00,135.00,3842.87,-332.75,332.75
4050.00,50.00,135.00,3862.15,-349.00,349.00
4080.00,50.00,135.00,3881.44,-365.25,365.25
